what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310341220641
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310341227516
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310341230266
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341242579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341253625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341256547
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341260407
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310341309501
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310341309673
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310341309829
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310341310016
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310341310173
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310341350782
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310341350923
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341362532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341366517
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341379064
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341379236
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341411986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341950379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341964051
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310341975239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342078551
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342078770
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342296864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342296957
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342297286
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342301411
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342349973
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342377192
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310342382379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342398739
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342399020
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342401067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342456957
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310342458270
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310346669239
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310346676973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310346690864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310346710067
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310346717239
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310346722145
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310346729598
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310346737129
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310346742832
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310346904973
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310346926457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310346927395
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310346985911
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310347080098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347082536
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347108036
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1310347108176
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310347114301
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1310347116457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347120567
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347129051
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1310347129161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347133145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347248332
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347256582
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347275395
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1310347275551
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347278567
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347285895
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347286301
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347337520
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347338754
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347361692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347363192
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1310347370957
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347375817
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347376754
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: AcorusHousing",1310347376864
error,log,,,"Invalid ZIP archive: src/plugin.yml [in AcorusHousing]",1310347379270
error,log,,,"Invalid ZIP archive: src/plugin.yml [in AcorusHousing]",1310347382223
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310347382629
error,log,,,"Invalid ZIP archive: src/plugin.yml [in AcorusHousing]",1310347388239
error,log,,,"Invalid ZIP archive: src/plugin.yml [in AcorusHousing]",1310347388332
error,log,,,"Invalid ZIP archive: src/plugin.yml [in AcorusHousing]",1310347388520
error,log,,,"Invalid ZIP archive: src/plugin.yml [in AcorusHousing]",1310347394270
error,log,,,"Invalid ZIP archive: plugin.yml [in AcorusHousing]",1310347462567
error,log,,,"Invalid ZIP archive: plugin.yml [in AcorusHousing]",1310347468207
error,log,,,"Invalid ZIP archive: plugin.yml [in AcorusHousing]",1310347468317
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1310347551832
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310347569832
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347645707
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347648364
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347855864
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310347857817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347859582
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347861442
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310347869036
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1310347873004
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1310347873020
stopped,bundle,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor",1310347873020
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1310347873832
stopped,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1310347874411
stopped,bundle,org.maven.ide.eclipse.jdt,0.12.1.20110112-1712,"org.maven.ide.eclipse.jdt",1310347874411
stopped,bundle,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.launching",1310347874598
stopped,bundle,org.maven.ide.eclipse.refactoring,0.12.1.20110112-1712,"org.maven.ide.eclipse.refactoring",1310347874614
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1310347874848
stopped,bundle,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.adt",1310347874848
stopped,bundle,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets",1310347874957
stopped,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1310347875223
stopped,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1310347875426
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1310354827145
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1310354827161
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1310354827176
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1310354827176
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1310354827192
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1310354827332
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1310354827364
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1310354827473
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1310354827629
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1310354827692
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1310354827754
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1310354827848
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1310354827942
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1310354828051
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1310354828176
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1310354828207
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1310354828207
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1310354828254
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1310354828332
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1310354828395
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1310354828457
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1310354828473
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1310354828504
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1310354828520
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1310354828520
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1310354828567
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1310354828582
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1310354828614
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1310354828629
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1310354828676
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1310354828692
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1310354828723
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1310354828739
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1310354828739
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1310354828770
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1310354828786
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1310354828848
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1310354828879
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1310354828879
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1310354828895
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1310354828926
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1310354828926
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1310354828942
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1310354829020
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1310354829051
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1310354829082
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1310354829129
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1310354829145
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1310354829207
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1310354829223
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1310354829239
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1310354829254
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1310354829411
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1310354829504
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1310354829661
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1310354829661
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1310354829770
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1310354829770
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1310354829770
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1310354829770
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1310354829801
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1310354829832
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1310354829848
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1310354829864
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1310354829879
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1310354829895
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1310354829926
